Epoch [1/100], Step [400/400], Loss: 0.0258
Epoch [2/100], Step [400/400], Loss: 0.0258
Epoch [3/100], Step [400/400], Loss: 0.0258
Epoch [4/100], Step [400/400], Loss: 0.0258
Epoch [5/100], Step [400/400], Loss: 0.0258
Epoch [6/100], Step [400/400], Loss: 0.0258
Epoch [7/100], Step [400/400], Loss: 0.0258
Epoch [8/100], Step [400/400], Loss: 0.0258
Epoch [9/100], Step [400/400], Loss: 0.0258
Epoch [10/100], Step [400/400], Loss: 0.0242
Epoch [11/100], Step [400/400], Loss: 0.0242
Epoch [12/100], Step [400/400], Loss: 0.0242
Epoch [13/100], Step [400/400], Loss: 0.0213
Epoch [14/100], Step [400/400], Loss: 0.0213
Epoch [15/100], Step [400/400], Loss: 0.0213
Epoch [16/100], Step [400/400], Loss: 0.0213
Epoch [17/100], Step [400/400], Loss: 0.0213
Epoch [18/100], Step [400/400], Loss: 0.0202
Epoch [19/100], Step [400/400], Loss: 0.0191
Epoch [20/100], Step [400/400], Loss: 0.0190
Epoch [21/100], Step [400/400], Loss: 0.0187
Epoch [22/100], Step [400/400], Loss: 0.0182
Epoch [23/100], Step [400/400], Loss: 0.0174
Epoch [24/100], Step [400/400], Loss: 0.0174
Epoch [25/100], Step [400/400], Loss: 0.0174
Epoch [26/100], Step [400/400], Loss: 0.0174
Epoch [27/100], Step [400/400], Loss: 0.0165
Epoch [28/100], Step [400/400], Loss: 0.0165
Epoch [29/100], Step [400/400], Loss: 0.0165
Epoch [30/100], Step [400/400], Loss: 0.0165
Epoch [31/100], Step [400/400], Loss: 0.0165
Epoch [32/100], Step [400/400], Loss: 0.0165
Epoch [33/100], Step [400/400], Loss: 0.0165
Epoch [34/100], Step [400/400], Loss: 0.0165
Epoch [35/100], Step [400/400], Loss: 0.0165
Epoch [36/100], Step [400/400], Loss: 0.0165
Epoch [37/100], Step [400/400], Loss: 0.0164
Epoch [38/100], Step [400/400], Loss: 0.0164
Epoch [39/100], Step [400/400], Loss: 0.0164
Epoch [40/100], Step [400/400], Loss: 0.0164
Epoch [41/100], Step [400/400], Loss: 0.0164
Epoch [42/100], Step [400/400], Loss: 0.0164
Epoch [43/100], Step [400/400], Loss: 0.0162
Epoch [44/100], Step [400/400], Loss: 0.0161
Epoch [45/100], Step [400/400], Loss: 0.0161
Epoch [46/100], Step [400/400], Loss: 0.0160
Epoch [47/100], Step [400/400], Loss: 0.0160
Epoch [48/100], Step [400/400], Loss: 0.0160
Epoch [49/100], Step [400/400], Loss: 0.0160
Epoch [50/100], Step [400/400], Loss: 0.0160
Epoch [51/100], Step [400/400], Loss: 0.0159
Epoch [52/100], Step [400/400], Loss: 0.0154
Epoch [53/100], Step [400/400], Loss: 0.0154
Epoch [54/100], Step [400/400], Loss: 0.0154
Epoch [55/100], Step [400/400], Loss: 0.0154
Epoch [56/100], Step [400/400], Loss: 0.0154
Epoch [57/100], Step [400/400], Loss: 0.0154
Epoch [58/100], Step [400/400], Loss: 0.0154
Epoch [59/100], Step [400/400], Loss: 0.0154
Epoch [60/100], Step [400/400], Loss: 0.0154
Epoch [61/100], Step [400/400], Loss: 0.0154
Epoch [62/100], Step [400/400], Loss: 0.0154
Epoch [63/100], Step [400/400], Loss: 0.0154
Epoch [64/100], Step [400/400], Loss: 0.0154
Epoch [65/100], Step [400/400], Loss: 0.0154
Epoch [66/100], Step [400/400], Loss: 0.0154
Epoch [67/100], Step [400/400], Loss: 0.0154
Epoch [68/100], Step [400/400], Loss: 0.0153
Epoch [69/100], Step [400/400], Loss: 0.0153
Epoch [70/100], Step [400/400], Loss: 0.0153
Epoch [71/100], Step [400/400], Loss: 0.0153
Epoch [72/100], Step [400/400], Loss: 0.0153
Epoch [73/100], Step [400/400], Loss: 0.0153
Epoch [74/100], Step [400/400], Loss: 0.0153
Epoch [75/100], Step [400/400], Loss: 0.0153
Epoch [76/100], Step [400/400], Loss: 0.0153
Epoch [77/100], Step [400/400], Loss: 0.0153
Epoch [78/100], Step [400/400], Loss: 0.0153
Epoch [79/100], Step [400/400], Loss: 0.0152
Epoch [80/100], Step [400/400], Loss: 0.0152
Epoch [81/100], Step [400/400], Loss: 0.0152
Epoch [82/100], Step [400/400], Loss: 0.0152
Epoch [83/100], Step [400/400], Loss: 0.0152
Epoch [84/100], Step [400/400], Loss: 0.0152
Epoch [85/100], Step [400/400], Loss: 0.0152
Epoch [86/100], Step [400/400], Loss: 0.0152
Epoch [87/100], Step [400/400], Loss: 0.0152
Epoch [88/100], Step [400/400], Loss: 0.0152
Epoch [89/100], Step [400/400], Loss: 0.0152
Epoch [90/100], Step [400/400], Loss: 0.0152
Epoch [91/100], Step [400/400], Loss: 0.0152
Epoch [92/100], Step [400/400], Loss: 0.0152
Epoch [93/100], Step [400/400], Loss: 0.0152
Epoch [94/100], Step [400/400], Loss: 0.0152
Epoch [95/100], Step [400/400], Loss: 0.0152
Epoch [96/100], Step [400/400], Loss: 0.0152
Epoch [97/100], Step [400/400], Loss: 0.0152
Epoch [98/100], Step [400/400], Loss: 0.0152
Epoch [99/100], Step [400/400], Loss: 0.0152
Epoch [100/100], Step [400/400], Loss: 0.0152

Average training loss: 0.02
Best training loss: 0.02
Worst training loss: 0.03

Average training time: 10.62 s
Best training time: 9.02 s
Worst training time: 13.80 s

Average testing loss: 0.02
Best testing loss: 0.01
Worst testing loss: 0.02
